data.active_cryptocurrencies,data.upcoming_icos,data.ongoing_icos,data.ended_icos,data.markets,data.total_market_cap.btc,data.total_market_cap.eth,data.total_market_cap.ltc,data.total_market_cap.bch,data.total_market_cap.bnb,data.total_market_cap.eos,data.total_market_cap.xrp,data.total_market_cap.xlm,data.total_market_cap.link,data.total_market_cap.dot,data.total_market_cap.yfi,data.total_market_cap.usd,data.total_market_cap.aed,data.total_market_cap.ars,data.market_cap_percentage.btc,data.market_cap_percentage.eth,data.market_cap_percentage.usdt,data.market_cap_percentage.bnb,data.market_cap_percentage.xrp,data.market_cap_percentage.usdc,data.market_cap_percentage.steth,data.market_cap_percentage.doge,data.market_cap_percentage.ada,data.market_cap_percentage.sol,data.market_cap_change_percentage_24h_usd,data.updated_at
10029,0,49,3376,800,41405788.732380494,660942739.2547549,14560809835.619434,5131095680.856161,5034899455.67652,1703464937734.4392,1923851292414.4683,8772434757732.076,161102471226.71045,242931232376.8659,192997331.27150643,1223144517855.1448,4492628161249.712,348805300044922.25,46.98121590131007,18.176779574052862,6.819699074698043,3.0545585038586247,2.74517132793797,2.1478628822889294,1.2129288048616282,0.869776151973608,0.8602908743339663,0.8028464320645863,-0.20218607996847984,1691641012
